#EnsemblGeneID(0)	ChromosomeName(1)	promoterStart(2)	promoterStop(3)	Strand(4)
AAEL005686	supercont1.170	382282	383281	-
AAEL005708	supercont1.170	395741	396740	+
AAEL005704	supercont1.170	462050	463049	+
AAEL005695	supercont1.170	556640	557639	+
AAEL005696	supercont1.170	577367	578366	+
AAEL005700	supercont1.170	654243	655242	+
AAEL005692	supercont1.170	708306	709305	+
AAEL005703	supercont1.170	890329	891328	+
AAEL005680	supercont1.170	940262	941261	-
AAEL005684	supercont1.170	986025	987024	-
AAEL005685	supercont1.170	1091852	1092851	+
AAEL005689	supercont1.170	1118742	1119741	+
AAEL005697	supercont1.170	1135254	1136253	+
AAEL005679	supercont1.170	1188493	1189492	+
AAEL005694	supercont1.170	1361662	1362661	+
AAEL005710	supercont1.170	1369201	1370200	-
AAEL005682	supercont1.170	1369359	1370358	+
AAEL005698	supercont1.170	1409302	1410301	+
AAEL005711	supercont1.170	1418185	1419184	-
AAEL005691	supercont1.170	1418600	1419599	+
AAEL005687	supercont1.170	1567687	1568686	+
AAEL005681	supercont1.170	1756668	1757667	+
AAEL005702	supercont1.170	1867244	1868243	-
AAEL005706	supercont1.170	1876368	1877367	+
AAEL005709	supercont1.170	1909654	1910653	-
AAEL005699	supercont1.170	1916060	1917059	+
AAEL005688	supercont1.170	1941775	1942774	-
AAEL005678	supercont1.170	1954716	1955715	+
AAEL015283	supercont1.1700	12410	13409	+
AAEL015284	supercont1.1706	10255	11254	-
AAEL015285	supercont1.1707	67186	68185	+
AAEL005719	supercont1.171	25571	26570	+
AAEL005726	supercont1.171	90507	91506	-
AAEL005717	supercont1.171	181384	182383	-
AAEL005722	supercont1.171	193630	194629	+
AAEL005724	supercont1.171	264376	265375	+
AAEL005714	supercont1.171	1202250	1203249	+
AAEL005720	supercont1.171	1553258	1554257	+
AAEL005712	supercont1.171	1695319	1696318	-
AAEL005715	supercont1.171	1832531	1833530	+
AAEL005718	supercont1.171	1858580	1859579	+
AAEL005713	supercont1.171	1901139	1902138	-
AAEL005727	supercont1.171	1905156	1906155	+
AAEL005723	supercont1.171	1911531	1912530	+
AAEL005725	supercont1.171	1918701	1919700	+
AAEL005721	supercont1.171	1933782	1934781	-
AAEL005716	supercont1.171	1943777	1944776	-
AAEL015286	supercont1.1710	2707	3706	+
AAEL015287	supercont1.1712	7485	8484	+
AAEL015288	supercont1.1715	11927	12926	-
AAEL015289	supercont1.1715	43298	44297	-
AAEL015290	supercont1.1719	47040	48039	+
AAEL005745	supercont1.172	98129	99128	+
AAEL005746	supercont1.172	519203	520202	+
AAEL005743	supercont1.172	520281	521280	+
AAEL005747	supercont1.172	699561	700560	-
AAEL005736	supercont1.172	871310	872309	+
AAEL005738	supercont1.172	969996	970995	+
AAEL005729	supercont1.172	1047488	1048487	+
AAEL005733	supercont1.172	1160282	1161281	+
AAEL005737	supercont1.172	1199317	1200316	-
AAEL005742	supercont1.172	1561750	1562749	-
AAEL005734	supercont1.172	1623616	1624615	-
AAEL016385	supercont1.172	1734959	1735958	+
AAEL016386	supercont1.172	1735377	1736376	+
AAEL016387	supercont1.172	1766430	1767429	+
AAEL005731	supercont1.172	1778439	1779438	+
AAEL016388	supercont1.172	1783647	1784646	+
AAEL005741	supercont1.172	1815019	1816018	+
AAEL016389	supercont1.172	1852700	1853699	+
AAEL016390	supercont1.172	1864530	1865529	+
AAEL016391	supercont1.172	1868058	1869057	-
AAEL005728	supercont1.172	1894831	1895830	+
AAEL016392	supercont1.172	1904131	1905130	-
AAEL005732	supercont1.172	1908534	1909533	-
AAEL005744	supercont1.172	1915058	1916057	+
AAEL005739	supercont1.172	1925148	1926147	+
AAEL005730	supercont1.172	1947188	1948187	-
AAEL005735	supercont1.172	1955248	1956247	+
AAEL005740	supercont1.172	2011501	2012500	+
AAEL016393	supercont1.172	2034878	2035877	-
AAEL005760	supercont1.173	1	109	+
AAEL005755	supercont1.173	1	528	+
AAEL016394	supercont1.173	42709	43708	+
AAEL005759	supercont1.173	74680	75679	+
AAEL005756	supercont1.173	75149	76148	-
AAEL005762	supercont1.173	112002	113001	-
AAEL016395	supercont1.173	141506	142505	+
AAEL016396	supercont1.173	158074	159073	+
AAEL016397	supercont1.173	213434	214433	-
AAEL016398	supercont1.173	216219	217218	+
AAEL016399	supercont1.173	292383	293382	-
AAEL016400	supercont1.173	404215	405214	-
AAEL016401	supercont1.173	416095	417094	-
AAEL016402	supercont1.173	431769	432768	-
AAEL016403	supercont1.173	468236	469235	+
AAEL016404	supercont1.173	479233	480232	-
AAEL016405	supercont1.173	569127	570126	+
AAEL016406	supercont1.173	581146	582145	-
AAEL005750	supercont1.173	587820	588819	+
AAEL016407	supercont1.173	694056	695055	-
AAEL016408	supercont1.173	694952	695951	+
AAEL005754	supercont1.173	812201	813200	+
AAEL005749	supercont1.173	911037	912036	-
AAEL005752	supercont1.173	974120	975119	-
AAEL005763	supercont1.173	990400	991399	-
AAEL005748	supercont1.173	1063065	1064064	+
AAEL016409	supercont1.173	1079491	1080490	+
AAEL016410	supercont1.173	1081209	1082208	-
AAEL005765	supercont1.173	1099188	1100187	-
AAEL005758	supercont1.173	1423062	1424061	+
AAEL005757	supercont1.173	1505546	1506545	-
AAEL005753	supercont1.173	1556343	1557342	+
AAEL005751	supercont1.173	1705439	1706438	-
AAEL005761	supercont1.173	1735165	1736164	+
AAEL005764	supercont1.173	1737821	1738820	+
AAEL015291	supercont1.1731	27991	28990	-
AAEL015292	supercont1.1733	43190	44189	-
AAEL015293	supercont1.1734	19840	20839	-
AAEL015294	supercont1.1737	18920	19919	+
AAEL005775	supercont1.174	137413	138412	-
AAEL016411	supercont1.174	213123	214122	+
AAEL005766	supercont1.174	213210	214209	-
AAEL005785	supercont1.174	244941	245940	-
AAEL005776	supercont1.174	380217	381216	+
AAEL016412	supercont1.174	387774	388773	+
AAEL005779	supercont1.174	503442	504441	+
AAEL005767	supercont1.174	557199	558198	+
AAEL005786	supercont1.174	571757	572756	+
AAEL005769	supercont1.174	725444	726443	+
AAEL005778	supercont1.174	827664	828663	-
AAEL005771	supercont1.174	835191	836190	+
AAEL005788	supercont1.174	858952	859951	-
AAEL005783	supercont1.174	964449	965448	+
AAEL005782	supercont1.174	977322	978321	+
AAEL016413	supercont1.174	1010648	1011647	+
AAEL005790	supercont1.174	1032639	1033638	-
AAEL005777	supercont1.174	1070454	1071453	+
AAEL005768	supercont1.174	1086739	1087738	+
AAEL005787	supercont1.174	1115916	1116915	+
AAEL005789	supercont1.174	1141172	1142171	+
AAEL005781	supercont1.174	1191284	1192283	-
AAEL005773	supercont1.174	1281519	1282518	+
AAEL005770	supercont1.174	1510030	1511029	+
AAEL005772	supercont1.174	1531891	1532890	+
AAEL016414	supercont1.174	1631234	1632233	+
AAEL016415	supercont1.174	1645397	1646396	+
AAEL005784	supercont1.174	1725444	1726443	+
AAEL005774	supercont1.174	1795200	1796199	-
AAEL005780	supercont1.174	1893778	1894777	-
AAEL015296	supercont1.1742	17373	18372	-
AAEL005815	supercont1.175	12308	13307	+
AAEL005809	supercont1.175	28958	29957	+
AAEL005797	supercont1.175	83822	84821	-
AAEL005795	supercont1.175	107950	108949	-
AAEL005820	supercont1.175	207274	208273	-
AAEL005810	supercont1.175	228246	229245	-
AAEL005794	supercont1.175	468894	469893	-
AAEL005817	supercont1.175	478289	479288	-
AAEL005811	supercont1.175	498521	499520	+
AAEL005798	supercont1.175	524251	525250	-
AAEL005822	supercont1.175	622177	623176	+
AAEL005803	supercont1.175	672445	673444	-
AAEL005804	supercont1.175	734256	735255	-
AAEL005818	supercont1.175	1179885	1180884	-
AAEL005793	supercont1.175	1323729	1324728	+
AAEL005813	supercont1.175	1399904	1400903	-
AAEL005802	supercont1.175	1437721	1438720	-
AAEL005801	supercont1.175	1440603	1441602	+
AAEL005816	supercont1.175	1479697	1480696	-
AAEL005796	supercont1.175	1490147	1491146	+
AAEL005814	supercont1.175	1593889	1594888	-
AAEL005799	supercont1.175	1741404	1742403	-
AAEL005819	supercont1.175	1763932	1764931	-
AAEL005792	supercont1.175	1768045	1769044	+
AAEL005807	supercont1.175	1794785	1795784	+
AAEL005800	supercont1.175	1810165	1811164	+
AAEL005812	supercont1.175	1828240	1829239	+
AAEL005808	supercont1.175	1835577	1836576	-
AAEL005805	supercont1.175	1840542	1841541	-
AAEL015764	supercont1.175	1844563	1845562	+
AAEL005821	supercont1.175	1863852	1864851	+
AAEL005806	supercont1.175	1910907	1911906	-
AAEL005791	supercont1.175	1979123	1980122	-
AAEL005823	supercont1.175	1995743	1996742	-
AAEL015297	supercont1.1751	22795	23794	+
AAEL015298	supercont1.1754	18651	19650	-
AAEL015299	supercont1.1758	37563	38562	-
AAEL005835	supercont1.176	46282	47281	+
AAEL005839	supercont1.176	173728	174727	+
AAEL005825	supercont1.176	209342	210341	+
AAEL005826	supercont1.176	237016	238015	-
AAEL005832	supercont1.176	331139	332138	-
AAEL005833	supercont1.176	432293	433292	-
AAEL005828	supercont1.176	532654	533653	+
AAEL005829	supercont1.176	677512	678511	-
AAEL005827	supercont1.176	768307	769306	-
AAEL005831	supercont1.176	791373	792372	+
AAEL005836	supercont1.176	802312	803311	+
AAEL005824	supercont1.176	813072	814071	+
AAEL005837	supercont1.176	838315	839314	-
AAEL005830	supercont1.176	870184	871183	-
AAEL005834	supercont1.176	1317673	1318672	-
AAEL005838	supercont1.176	1587220	1588219	+
AAEL005840	supercont1.176	1992770	1993769	-
AAEL015300	supercont1.1764	2913	3912	+
AAEL016943	supercont1.1769	1	917	+
AAEL005869	supercont1.177	101046	102045	+
AAEL005870	supercont1.177	115459	116458	+
AAEL005848	supercont1.177	140709	141708	-
AAEL005863	supercont1.177	151862	152861	+
AAEL005857	supercont1.177	176544	177543	-
AAEL005866	supercont1.177	185033	186032	+
AAEL005851	supercont1.177	199952	200951	+
AAEL005858	supercont1.177	200659	201658	-
AAEL005868	supercont1.177	209215	210214	+
AAEL005846	supercont1.177	251411	252410	-
AAEL005867	supercont1.177	288421	289420	+
AAEL005844	supercont1.177	291370	292369	+
AAEL005843	supercont1.177	293512	294511	+
AAEL005859	supercont1.177	611381	612380	-
AAEL005855	supercont1.177	614211	615210	-
AAEL005865	supercont1.177	631529	632528	-
AAEL005853	supercont1.177	650222	651221	+
AAEL005854	supercont1.177	650687	651686	-
AAEL016416	supercont1.177	797217	798216	+
AAEL005847	supercont1.177	954247	955246	+
AAEL005842	supercont1.177	977898	978897	-
AAEL005850	supercont1.177	1522334	1523333	+
AAEL005864	supercont1.177	1532368	1533367	+
AAEL005841	supercont1.177	1549667	1550666	+
AAEL005860	supercont1.177	1592732	1593731	+
AAEL005861	supercont1.177	1609655	1610654	-
AAEL005845	supercont1.177	1694082	1695081	-
AAEL005856	supercont1.177	1752544	1753543	+
AAEL005852	supercont1.177	1806908	1807907	-
AAEL005862	supercont1.177	1860501	1861500	-
AAEL005849	supercont1.177	1929221	1930220	-
AAEL016944	supercont1.1772	10887	11886	+
AAEL015302	supercont1.1773	1591	2590	+
AAEL015304	supercont1.1774	864	1863	+
AAEL015303	supercont1.1774	23053	24052	-
AAEL015306	supercont1.1776	1997	2996	-
AAEL015305	supercont1.1776	23220	24219	-
AAEL015307	supercont1.1777	15450	16449	-
AAEL015308	supercont1.1778	44019	45018	+
AAEL016417	supercont1.178	111607	112606	+
AAEL005881	supercont1.178	270443	271442	-
AAEL005874	supercont1.178	322950	323949	-
AAEL005871	supercont1.178	452153	453152	-
AAEL005878	supercont1.178	799940	800939	-
AAEL005886	supercont1.178	806964	807963	-
AAEL005873	supercont1.178	808593	809592	-
AAEL005890	supercont1.178	821913	822912	+
AAEL005884	supercont1.178	833149	834148	+
AAEL005888	supercont1.178	940744	941743	-
AAEL005887	supercont1.178	988503	989502	+
AAEL005879	supercont1.178	988816	989815	+
AAEL005882	supercont1.178	1052172	1053171	-
AAEL005872	supercont1.178	1062177	1063176	+
AAEL005883	supercont1.178	1102258	1103257	-
AAEL005875	supercont1.178	1152228	1153227	-
AAEL005894	supercont1.178	1288707	1289706	-
AAEL005891	supercont1.178	1602960	1603959	+
AAEL005877	supercont1.178	1633004	1634003	-
AAEL005876	supercont1.178	1637467	1638466	-
AAEL005889	supercont1.178	1637897	1638896	-
AAEL005880	supercont1.178	1669595	1670594	+
AAEL005892	supercont1.178	1679498	1680497	+
AAEL005893	supercont1.178	1745307	1746306	+
AAEL005885	supercont1.178	1786478	1787477	-
AAEL015309	supercont1.1782	30627	31626	+
AAEL015311	supercont1.1782	38941	39940	+
AAEL015310	supercont1.1782	44692	45691	+
AAEL015312	supercont1.1783	20796	21795	-
AAEL015313	supercont1.1784	36928	37927	+
AAEL015314	supercont1.1789	20833	21832	-
AAEL005898	supercont1.179	154284	155283	+
AAEL005895	supercont1.179	288297	289296	-
AAEL005907	supercont1.179	387064	388063	+
AAEL005897	supercont1.179	509359	510358	+
AAEL005899	supercont1.179	538500	539499	-
AAEL005912	supercont1.179	604670	605669	-
AAEL005906	supercont1.179	696889	697888	-
AAEL005903	supercont1.179	742889	743888	+
AAEL005913	supercont1.179	1352649	1353648	+
AAEL005904	supercont1.179	1374293	1375292	-
AAEL005909	supercont1.179	1377750	1378749	-
AAEL005902	supercont1.179	1385356	1386355	+
AAEL005896	supercont1.179	1408827	1409826	+
AAEL005905	supercont1.179	1409496	1410495	-
AAEL005910	supercont1.179	1417751	1418750	+
AAEL005911	supercont1.179	1417767	1418766	-
AAEL005900	supercont1.179	1426838	1427837	-
AAEL005901	supercont1.179	1441321	1442320	+
AAEL005914	supercont1.179	1442170	1443169	-
AAEL005908	supercont1.179	1555808	1556807	-
AAEL015316	supercont1.1791	5519	6518	-
AAEL015315	supercont1.1791	41039	42038	-
AAEL015320	supercont1.1796	2811	3810	+
AAEL015319	supercont1.1796	14086	15085	+
AAEL000856	supercont1.18	82254	83253	+
AAEL000860	supercont1.18	129844	130843	-
AAEL000919	supercont1.18	215361	216360	+
AAEL000877	supercont1.18	405827	406826	-
AAEL000903	supercont1.18	412416	413415	+
AAEL000867	supercont1.18	433625	434624	-
AAEL000924	supercont1.18	440816	441815	+
AAEL000922	supercont1.18	483708	484707	+
AAEL000885	supercont1.18	512012	513011	-
AAEL000923	supercont1.18	519885	520884	-
AAEL000910	supercont1.18	529912	530911	+
AAEL000876	supercont1.18	545140	546139	+
AAEL000912	supercont1.18	568184	569183	+
AAEL000928	supercont1.18	581841	582840	-
AAEL000871	supercont1.18	601964	602963	+
AAEL000882	supercont1.18	618881	619880	-
AAEL000855	supercont1.18	655908	656907	-
AAEL000901	supercont1.18	715058	716057	-
AAEL000858	supercont1.18	841482	842481	+
AAEL000915	supercont1.18	874126	875125	+
AAEL000929	supercont1.18	882388	883387	+
AAEL000861	supercont1.18	891497	892496	-
AAEL000859	supercont1.18	913166	914165	-
AAEL000866	supercont1.18	1026288	1027287	-
AAEL000886	supercont1.18	1056105	1057104	-
AAEL000891	supercont1.18	1104322	1105321	+
AAEL000908	supercont1.18	1148801	1149800	+
AAEL000873	supercont1.18	1204155	1205154	-
AAEL000917	supercont1.18	1218564	1219563	-
AAEL000926	supercont1.18	1230594	1231593	+
AAEL000894	supercont1.18	1307385	1308384	-
AAEL000868	supercont1.18	1363136	1364135	+
AAEL000892	supercont1.18	1374343	1375342	+
AAEL000889	supercont1.18	1393799	1394798	+
AAEL000862	supercont1.18	1409070	1410069	+
AAEL000902	supercont1.18	1444722	1445721	-
AAEL000920	supercont1.18	1465227	1466226	-
AAEL000897	supercont1.18	1487369	1488368	+
AAEL000869	supercont1.18	1794098	1795097	-
AAEL000884	supercont1.18	1882132	1883131	+
AAEL000925	supercont1.18	1914604	1915603	-
AAEL000895	supercont1.18	1914869	1915868	+
AAEL000863	supercont1.18	2077820	2078819	+
AAEL000864	supercont1.18	2090028	2091027	-
AAEL000893	supercont1.18	2850657	2851656	-
AAEL000918	supercont1.18	2972395	2973394	-
AAEL000904	supercont1.18	2982122	2983121	+
AAEL000905	supercont1.18	2992716	2993715	+
AAEL000898	supercont1.18	3022023	3023022	+
AAEL000899	supercont1.18	3097422	3098421	+
AAEL000907	supercont1.18	3156965	3157964	+
AAEL000888	supercont1.18	3199924	3200923	-
AAEL000927	supercont1.18	3215641	3216640	-
AAEL000921	supercont1.18	3303228	3304227	-
AAEL000870	supercont1.18	3311071	3312070	+
AAEL000913	supercont1.18	3325986	3326985	-
AAEL000916	supercont1.18	3326520	3327519	+
AAEL000881	supercont1.18	3338624	3339623	+
AAEL000914	supercont1.18	3420244	3421243	+
AAEL000909	supercont1.18	3444091	3445090	+
AAEL000879	supercont1.18	3453982	3454981	+
AAEL000878	supercont1.18	3472206	3473205	-
AAEL000896	supercont1.18	3485556	3486555	-
AAEL000890	supercont1.18	3541837	3542836	+
AAEL000872	supercont1.18	3632831	3633830	+
AAEL000874	supercont1.18	3653621	3654620	+
AAEL000911	supercont1.18	3685780	3686779	-
AAEL000900	supercont1.18	3704363	3705362	-
AAEL000875	supercont1.18	3704970	3705969	+
AAEL000857	supercont1.18	3722220	3723219	-
AAEL000883	supercont1.18	3744486	3745485	-
AAEL000865	supercont1.18	3763967	3764966	+
AAEL000880	supercont1.18	3784082	3785081	+
AAEL000906	supercont1.18	3873948	3874947	-
AAEL016075	supercont1.18	4103789	4104788	+
AAEL000887	supercont1.18	4176128	4177127	-
AAEL005917	supercont1.180	104201	105200	+
AAEL005915	supercont1.180	123968	124967	+
AAEL005919	supercont1.180	200512	201511	+
AAEL005922	supercont1.180	322316	323315	-
AAEL005923	supercont1.180	323581	324580	+
AAEL005938	supercont1.180	334813	335812	+
AAEL005916	supercont1.180	352279	353278	-
AAEL005920	supercont1.180	399138	400137	+
AAEL005930	supercont1.180	516357	517356	-
AAEL005925	supercont1.180	527548	528547	+
AAEL005936	supercont1.180	568672	569671	+
AAEL005939	supercont1.180	607836	608835	+
AAEL005941	supercont1.180	654012	655011	+
AAEL005918	supercont1.180	681745	682744	-
AAEL005926	supercont1.180	687589	688588	+
AAEL005937	supercont1.180	723473	724472	+
AAEL005929	supercont1.180	785121	786120	+
AAEL005935	supercont1.180	812609	813608	-
AAEL005932	supercont1.180	823066	824065	+
AAEL005934	supercont1.180	823549	824548	-
AAEL005931	supercont1.180	879344	880343	-
AAEL005928	supercont1.180	893711	894710	+
AAEL005927	supercont1.180	918644	919643	-
AAEL005921	supercont1.180	1015351	1016350	-
AAEL016418	supercont1.180	1045393	1046392	+
AAEL016419	supercont1.180	1228781	1229780	-
AAEL005933	supercont1.180	1649311	1650310	+
AAEL005924	supercont1.180	1729590	1730589	+
AAEL005940	supercont1.180	1801936	1802935	-
AAEL015321	supercont1.1801	15219	16218	-
AAEL015322	supercont1.1806	22258	23257	-
AAEL005945	supercont1.181	291782	292781	+
AAEL005953	supercont1.181	494004	495003	-
AAEL005952	supercont1.181	715375	716374	-
AAEL005948	supercont1.181	950610	951609	+
AAEL016420	supercont1.181	1061194	1062193	+
AAEL005946	supercont1.181	1161649	1162648	-
AAEL005951	supercont1.181	1180630	1181629	-
AAEL005950	supercont1.181	1245645	1246644	-
AAEL005942	supercont1.181	1375670	1376669	-
AAEL005954	supercont1.181	1398216	1399215	+
AAEL005947	supercont1.181	1421612	1422611	-
AAEL005944	supercont1.181	1425671	1426670	+
AAEL005949	supercont1.181	1713038	1714037	+
AAEL005943	supercont1.181	1827644	1828643	-
AAEL015326	supercont1.1810	18780	19779	+
AAEL015327	supercont1.1813	5545	6544	-
AAEL015328	supercont1.1813	11943	12942	-
AAEL015330	supercont1.1817	11804	12803	+
AAEL005962	supercont1.182	173293	174292	+
AAEL005971	supercont1.182	786186	787185	-
AAEL005955	supercont1.182	858314	859313	+
AAEL005956	supercont1.182	892345	893344	+
AAEL005963	supercont1.182	912018	913017	+
AAEL005966	supercont1.182	936045	937044	+
